pair	system	id	is_constrained	metric	score
en-de	Online-W	959	FALSE	bleu-B	35.27722624410067
en-de	Online-W	959	FALSE	chrf-B	62.72113918013845
en-de	Online-W	959	FALSE	bleu-A	36.58370667998907
en-de	Online-W	959	FALSE	chrf-A	64.1299748105252
en-hr	SRPOL	831	TRUE	bleu-all	27.97195611375808
en-hr	SRPOL	831	TRUE	chrf-all	55.683114805134295
en-hr	SRPOL	831	TRUE	bleu-A	17.36697014047273
en-hr	SRPOL	831	TRUE	chrf-A	43.74946446047996
en-hr	SRPOL	831	TRUE	bleu-stud	11.117740048862267
en-hr	SRPOL	831	TRUE	chrf-stud	35.824678614353424
en-hr	NiuTrans	848	TRUE	bleu-all	28.714965425416118
en-hr	NiuTrans	848	TRUE	chrf-all	55.87958985476761
en-hr	NiuTrans	848	TRUE	bleu-A	18.139283757697598
en-hr	NiuTrans	848	TRUE	chrf-A	44.290187505029614
en-hr	NiuTrans	848	TRUE	bleu-stud	11.30244145875617
en-hr	NiuTrans	848	TRUE	chrf-stud	35.61420614232115
en-hr	Online-A	908	FALSE	bleu-all	28.024713691577567
en-hr	Online-A	908	FALSE	chrf-all	55.921175664261725
en-hr	Online-A	908	FALSE	bleu-A	17.13518940713715
en-hr	Online-A	908	FALSE	chrf-A	43.79065518966127
en-hr	Online-A	908	FALSE	bleu-stud	11.24235080848112
en-hr	Online-A	908	FALSE	chrf-stud	36.147256185436476
en-hr	Online-B	928	FALSE	bleu-all	30.485922018033055
en-hr	Online-B	928	FALSE	chrf-all	57.86596503743847
en-hr	Online-B	928	FALSE	bleu-A	18.236039108504446
en-hr	Online-B	928	FALSE	chrf-A	44.93582544113563
en-hr	Online-B	928	FALSE	bleu-stud	12.64133479821371
en-hr	Online-B	928	FALSE	chrf-stud	37.882240627041206
en-hr	Online-Y	980	FALSE	bleu-all	25.483535190249157
en-hr	Online-Y	980	FALSE	chrf-all	53.85423956266572
en-hr	Online-Y	980	FALSE	bleu-A	15.792288488252241
en-hr	Online-Y	980	FALSE	chrf-A	42.11721561028388
en-hr	Online-Y	980	FALSE	bleu-stud	10.220361930172322
en-hr	Online-Y	980	FALSE	chrf-stud	34.936633292539064
en-hr	Lan-Bridge	554	FALSE	bleu-all	30.428965173911994
en-hr	Lan-Bridge	554	FALSE	chrf-all	57.76964841942067
en-hr	Lan-Bridge	554	FALSE	bleu-A	18.221468328343686
en-hr	Lan-Bridge	554	FALSE	chrf-A	44.907511430002735
en-hr	Lan-Bridge	554	FALSE	bleu-stud	12.546154698219993
en-hr	Lan-Bridge	554	FALSE	chrf-stud	37.74796635844693
en-hr	Online-G	873	FALSE	bleu-all	24.502105184913276
en-hr	Online-G	873	FALSE	chrf-all	52.60630580768241
en-hr	Online-G	873	FALSE	bleu-A	14.67211056087888
en-hr	Online-G	873	FALSE	chrf-A	41.105573870614364
en-hr	Online-G	873	FALSE	bleu-stud	9.78253440129108
en-hr	Online-G	873	FALSE	chrf-stud	34.02884151371591
en-hr	HuaweiTSC	751	TRUE	bleu-all	29.205447718455112
en-hr	HuaweiTSC	751	TRUE	chrf-all	56.40574827139899
en-hr	HuaweiTSC	751	TRUE	bleu-A	18.099164321926843
en-hr	HuaweiTSC	751	TRUE	chrf-A	44.33198343514048
en-hr	HuaweiTSC	751	TRUE	bleu-stud	11.591900777316544
en-hr	HuaweiTSC	751	TRUE	chrf-stud	36.338418392431805
en-ja	AISP-SJTU	731	TRUE	bleu-all	39.32273112678565
en-ja	AISP-SJTU	731	TRUE	chrf-all	33.872810208283305
en-ja	AISP-SJTU	731	TRUE	bleu-A	39.32273112678565
en-ja	AISP-SJTU	731	TRUE	chrf-A	33.872810208283305
en-ja	LanguageX	676	FALSE	bleu-all	41.728634447761706
en-ja	LanguageX	676	FALSE	chrf-all	36.06556210905336
en-ja	LanguageX	676	FALSE	bleu-A	41.728634447761706
en-ja	LanguageX	676	FALSE	chrf-A	36.06556210905336
en-ja	NAIST-NICT-TIT	581	TRUE	bleu-all	39.2050602814007
en-ja	NAIST-NICT-TIT	581	TRUE	chrf-all	33.7689641730139
en-ja	NAIST-NICT-TIT	581	TRUE	bleu-A	39.2050602814007
en-ja	NAIST-NICT-TIT	581	TRUE	chrf-A	33.7689641730139
en-ja	NT5	763	FALSE	bleu-all	42.53681228162083
en-ja	NT5	763	FALSE	chrf-all	36.847873300705146
en-ja	NT5	763	FALSE	bleu-A	42.53681228162083
en-ja	NT5	763	FALSE	chrf-A	36.847873300705146
en-ja	Online-A	909	FALSE	bleu-all	38.785517238506614
en-ja	Online-A	909	FALSE	chrf-all	34.05430559544178
en-ja	Online-A	909	FALSE	bleu-A	38.785517238506614
en-ja	Online-A	909	FALSE	chrf-A	34.05430559544178
en-ja	KYB	785	TRUE	bleu-all	33.10885531071452
en-ja	KYB	785	TRUE	chrf-all	28.56737133284083
en-ja	KYB	785	TRUE	bleu-A	33.10885531071452
en-ja	KYB	785	TRUE	chrf-A	28.56737133284083
en-ja	DLUT	789	TRUE	bleu-all	41.84090610073498
en-ja	DLUT	789	TRUE	chrf-all	36.05939485125966
en-ja	DLUT	789	TRUE	bleu-A	41.84090610073498
en-ja	DLUT	789	TRUE	chrf-A	36.05939485125966
en-ja	Online-B	929	FALSE	bleu-all	41.16595931964286
en-ja	Online-B	929	FALSE	chrf-all	35.51491749620489
en-ja	Online-B	929	FALSE	bleu-A	41.16595931964286
en-ja	Online-B	929	FALSE	chrf-A	35.51491749620489
en-ja	Online-Y	981	FALSE	bleu-all	39.90484769808712
en-ja	Online-Y	981	FALSE	chrf-all	34.41856920643636
en-ja	Online-Y	981	FALSE	bleu-A	39.90484769808712
en-ja	Online-Y	981	FALSE	chrf-A	34.41856920643636
en-ja	Lan-Bridge	555	FALSE	bleu-all	39.37844972717608
en-ja	Lan-Bridge	555	FALSE	chrf-all	34.109166185351334
en-ja	Lan-Bridge	555	FALSE	bleu-A	39.37844972717608
en-ja	Lan-Bridge	555	FALSE	chrf-A	34.109166185351334
en-ja	Online-G	874	FALSE	bleu-all	32.10176958989701
en-ja	Online-G	874	FALSE	chrf-all	27.973808586415387
en-ja	Online-G	874	FALSE	bleu-A	32.10176958989701
en-ja	Online-G	874	FALSE	chrf-A	27.973808586415387
en-ja	JDExploreAcademy	516	TRUE	bleu-all	41.501589785019945
en-ja	JDExploreAcademy	516	TRUE	chrf-all	36.13660771880271
en-ja	JDExploreAcademy	516	TRUE	bleu-A	41.501589785019945
en-ja	JDExploreAcademy	516	TRUE	chrf-A	36.13660771880271
en-ja	Online-W	964	FALSE	bleu-all	40.79592160364277
en-ja	Online-W	964	FALSE	chrf-all	35.2352774852142
en-ja	Online-W	964	FALSE	bleu-A	40.79592160364277
en-ja	Online-W	964	FALSE	chrf-A	35.2352774852142
en-liv	Liv4ever	225	FALSE	bleu-all	4.140434722065507
en-liv	Liv4ever	225	FALSE	chrf-all	19.19117874219824
en-liv	Liv4ever	225	FALSE	bleu-A	4.140434722065507
en-liv	Liv4ever	225	FALSE	chrf-A	19.19117874219824
en-liv	TartuNLP	770	FALSE	bleu-all	14.98621222598228
en-liv	TartuNLP	770	FALSE	chrf-all	39.21844948578774
en-liv	TartuNLP	770	FALSE	bleu-A	14.98621222598228
en-liv	TartuNLP	770	FALSE	chrf-A	39.21844948578774
en-liv	NiuTrans	849	TRUE	bleu-all	12.310365937400238
en-liv	NiuTrans	849	TRUE	chrf-all	30.508709749143375
en-liv	NiuTrans	849	TRUE	bleu-A	12.310365937400238
en-liv	NiuTrans	849	TRUE	chrf-A	30.508709749143375
en-liv	TAL-SJTU	856	FALSE	bleu-all	4.478025651457541
en-liv	TAL-SJTU	856	FALSE	chrf-all	20.636307429331065
en-liv	TAL-SJTU	856	FALSE	bleu-A	4.478025651457541
en-liv	TAL-SJTU	856	FALSE	chrf-A	20.636307429331065
en-liv	HuaweiTSC	738	FALSE	bleu-all	12.795887005342657
en-liv	HuaweiTSC	738	FALSE	chrf-all	37.659273254713796
en-liv	HuaweiTSC	738	FALSE	bleu-A	12.795887005342657
en-liv	HuaweiTSC	738	FALSE	chrf-A	37.659273254713796
en-ru	SRPOL	265	TRUE	bleu-all	30.389956284259238
en-ru	SRPOL	265	TRUE	chrf-all	56.424454300417906
en-ru	SRPOL	265	TRUE	bleu-A	30.389956284259238
en-ru	SRPOL	265	TRUE	chrf-A	56.424454300417906
en-ru	PROMT	804	FALSE	bleu-all	30.57787118339487
en-ru	PROMT	804	FALSE	chrf-all	56.09449517605255
en-ru	PROMT	804	FALSE	bleu-A	30.57787118339487
en-ru	PROMT	804	FALSE	chrf-A	56.09449517605255
en-ru	eTranslation	341	TRUE	bleu-all	29.83235587973859
en-ru	eTranslation	341	TRUE	chrf-all	55.84771298314838
en-ru	eTranslation	341	TRUE	bleu-A	29.83235587973859
en-ru	eTranslation	341	TRUE	chrf-A	55.84771298314838
en-ru	Online-B	930	FALSE	bleu-all	34.928073744556734
en-ru	Online-B	930	FALSE	chrf-all	59.72133672978631
en-ru	Online-B	930	FALSE	bleu-A	34.928073744556734
en-ru	Online-B	930	FALSE	chrf-A	59.72133672978631
en-ru	Online-A	912	FALSE	bleu-all	33.07341431986359
en-ru	Online-A	912	FALSE	chrf-all	58.12043496825912
en-ru	Online-A	912	FALSE	bleu-A	33.07341431986359
en-ru	Online-A	912	FALSE	chrf-A	58.12043496825912
en-ru	Online-Y	983	FALSE	bleu-all	33.242611797954964
en-ru	Online-Y	983	FALSE	chrf-all	58.33388461723656
en-ru	Online-Y	983	FALSE	bleu-A	33.242611797954964
en-ru	Online-Y	983	FALSE	chrf-A	58.33388461723656
en-ru	Lan-Bridge	556	FALSE	bleu-all	32.602111076029324
en-ru	Lan-Bridge	556	FALSE	chrf-all	58.993676471722836
en-ru	Lan-Bridge	556	FALSE	bleu-A	32.602111076029324
en-ru	Lan-Bridge	556	FALSE	chrf-A	58.993676471722836
en-ru	Online-G	876	FALSE	bleu-all	32.796297419813456
en-ru	Online-G	876	FALSE	chrf-all	59.4581330782871
en-ru	Online-G	876	FALSE	bleu-A	32.796297419813456
