hit wid src trg item work.seconds accept.time submit.time concurrent.hits corrected.work.seconds approval 
33CLA8O0MIBJX1U9LXTIGC4XYR6RF5	M1267	uk	en	ad	6499	"2022-09-30 03:13:48"	"2022-09-30 05:02:07"	5	1299.8	Submitted	
3FHTJGYT8N04ZOAPJPVBT24UYO5GPO	M1267	de	en	ad	1278	"2022-10-03 08:08:21"	"2022-10-03 08:29:39"	1	1278	Submitted	
3RSBJ6YZECQG0O2TT5CEMHZSN48OFF	M1267	de	en	ad	1765	"2022-10-03 09:18:22"	"2022-10-03 09:47:47"	2	882.5	Submitted	
39I4RL8QGJHWARJH5BL5B450MSMH4X	M1267	ja	en	ad	3790	"2022-10-03 09:19:47"	"2022-10-03 10:22:57"	2	1895	Submitted	
3ULIZ0H1VA532Z23HR1UO9V75YF15F	M0869	uk	en	ad	2071	"2022-09-29 05:00:47"	"2022-09-29 05:35:18"	1	2071	Submitted	
3ECKRY5B1QWC9JIQWMTG5CJON0HIZG	M1182	de	en	ad	4180	"2022-09-30 02:45:36"	"2022-09-30 03:55:16"	1	4180	Submitted	
34R3P23QHS18JT21FHRO6WOR6LKHWI	M1182	zh	en	ad	3713	"2022-10-03 06:02:15"	"2022-10-03 07:04:08"	1	3713	Submitted	
375VMB7D4JJ96IDU444JEK0LZG1ID7	M1196	ru	en	ad	618	"2022-09-27 09:59:52"	"2022-09-27 10:10:10"	1	618	Submitted	
3XDJY5RK5SL1FDP15AS4UJUQGYVU4E	M1196	ru	en	ad	1154	"2022-09-27 12:49:40"	"2022-09-27 13:08:54"	2	577	Submitted	
3XEIP58NL0NEZKQWHPQTXSBG425ZL1	M1196	ru	en	ad	479	"2022-09-27 13:04:39"	"2022-09-27 13:12:38"	2	239.5	Submitted	
3RTFSSG7T86A5PLR626MYOHYN2ULWU	M1196	ja	en	ad	1614	"2022-10-03 09:33:14"	"2022-10-03 10:00:08"	2	807	Submitted	
3BA7SXOG1JQAIMKMDJNC6KNBBNFR8A	M1196	de	en	ad	963	"2022-10-03 09:49:45"	"2022-10-03 10:05:48"	3	321	Submitted	
3X2LT8FDHWIFQI18CDXITJVS32U8WU	M1196	zh	en	ad	862	"2022-10-03 10:03:20"	"2022-10-03 10:17:42"	3	287.333333333333	Submitted	
3TKXBROM5TAM94DME0QUHIVY42RJIJ	M1196	ja	en	ad	809	"2022-10-03 10:04:22"	"2022-10-03 10:17:51"	3	269.666666666667	Submitted	
3XD2A6FGFNUMX639X0TVWQNIHVH9S6	M1196	ja	en	ad	6827	"2022-10-03 10:12:17"	"2022-10-03 12:06:04"	4	1706.75	Submitted	
32W3UF2EZOL5TJ81JJ740D8K90HC4J	M1196	ja	en	ad	3299	"2022-10-03 11:20:29"	"2022-10-03 12:15:28"	3	1099.66666666667	Submitted	
3JGHED38EDRFF9RPH9N00GKD3RS7YB	M1196	uk	en	ad	1221	"2022-10-03 12:00:36"	"2022-10-03 12:20:57"	3	407	Submitted	
3G57RS03HH5ARKKZ0V18TS5CX6325B	M1196	zh	en	ad	1368	"2022-10-03 12:02:26"	"2022-10-03 12:25:14"	4	342	Submitted	
3HYV4299H0WL9IFHRD3C7DOSWZUE8R	M1196	zh	en	ad	516	"2022-10-03 13:59:25"	"2022-10-03 14:08:01"	6	86	Submitted	
3AJA9FLWSCY642RQVAZ92K36BWDIFK	M1196	uk	en	ad	968	"2022-10-03 14:00:48"	"2022-10-03 14:16:56"	5	193.6	Submitted	
386659BNTLH47SG2KLVI7EZGOSE017	M1196	uk	en	ad	1801	"2022-10-03 14:00:58"	"2022-10-03 14:30:59"	3	600.333333333333	Submitted	
335VBRURDJ0LNNYRW59Q79J3G5CE9G	M1196	zh	en	ad	1457	"2022-10-03 14:02:53"	"2022-10-03 14:27:10"	4	364.25	Submitted	
3QTFNPMJC6I4NKTHT268AKF5901ZN5	M1196	zh	en	ad	2319	"2022-10-03 14:03:36"	"2022-10-03 14:42:15"	5	463.8	Submitted	
3QO7EE372ONT8J3T3GIMSW37N83BQZ	M1196	zh	en	ad	4390	"2022-10-03 14:03:37"	"2022-10-03 15:16:47"	6	731.666666666667	Submitted	
33BFF6QPI1BTPLV20W2M22NHNH6W3W	M1196	zh	en	ad	1008	"2022-10-03 16:21:14"	"2022-10-03 16:38:02"	1	1008	Submitted	
366FYU4PTGP54JHI020FXIXJRYKEK4	M0226	ja	en	ad	2090	"2022-10-03 07:20:17"	"2022-10-03 07:55:07"	1	2090	Submitted	
3TD33TP5DL21L3WCEKL02WO2JQNABX	M0086	de	en	ad	4370	"2022-10-04 12:01:07"	"2022-10-04 13:13:57"	1	4370	Submitted	
3D4BBDG7ZHWKBNPXJ52LQ8GEV0L3CP	M1318	de	en	ad	722	"2022-10-03 11:55:07"	"2022-10-03 12:07:09"	1	722	Submitted	
3DA79LNS59V1X4R85RXBFIGIJLF3T0	M0270	ru	en	ad	4642	"2022-09-29 07:12:32"	"2022-09-29 08:29:54"	1	4642	Submitted	
3IHWR4LC7DDXPNH3NWT3SSMKORX8IO	M0270	de	en	ad	3549	"2022-10-03 08:42:07"	"2022-10-03 09:41:16"	4	887.25	Submitted	
3BCRDCM0ODU1R4O3UKHHLU56A0W6KB	M0270	de	en	ad	4849	"2022-10-03 09:18:22"	"2022-10-03 10:39:11"	3	1616.33333333333	Submitted	
35O6H0UNLSGAXGI77G70S9RTZGLJ59	M0270	de	en	ad	5134	"2022-10-03 09:18:32"	"2022-10-03 10:44:06"	3	1711.33333333333	Submitted	
335VBRURDJ0LNNYRW59Q79J3G489E5	M0270	ja	en	ad	6856	"2022-10-03 09:19:58"	"2022-10-03 11:14:14"	4	1714	Submitted	
3TX9T2ZCB91UAE2VL3XV63SW2DUWZK	M1314	cs	en	ad	1093	"2022-10-06 03:27:53"	"2022-10-06 03:46:06"	1	1093	Submitted	
36BTXXLZ2V89ZLXK1GXZP87692N4RM	M0666	ru	en	ad	3160	"2022-10-03 11:59:11"	"2022-10-03 12:51:51"	1	3160	Submitted	
3EKTG13IZU3E0DRD200ZPQF7PZ9LMU	M1016	ja	en	ad	481	"2022-09-29 03:17:14"	"2022-09-29 03:25:15"	24	20.0416666666667	Submitted	
3ZUE82NE0A1DFWFDMONIPV9S8YY8FO	M1016	ja	en	ad	829	"2022-09-29 03:17:15"	"2022-09-29 03:31:04"	24	34.5416666666667	Submitted	
39TX062QX1O8EL0SA1Y84L1OWH2X3C	M1016	ru	en	ad	1973	"2022-09-29 03:17:16"	"2022-09-29 03:50:09"	24	82.2083333333333	Submitted	
3S829FDFT216WD2P3Q4KHUN0NURDXQ	M1016	ja	en	ad	2415	"2022-09-29 03:17:17"	"2022-09-29 03:57:32"	24	100.625	Submitted	
3Y3N5A7N4G9Y0CYCLFPPJYH3YEDMYN	M1016	ja	en	ad	2686	"2022-09-29 03:17:18"	"2022-09-29 04:02:04"	24	111.916666666667	Submitted	
3CVDZS288H0S0LHHGPX1UDANS3NMFQ	M1016	uk	en	ad	3361	"2022-09-29 03:17:30"	"2022-09-29 04:13:31"	24	140.041666666667	Submitted	
35O6H0UNLSGAXGI77G70S9RTZFE5JM	M1016	ja	en	ad	3019	"2022-09-29 03:17:30"	"2022-09-29 04:07:49"	24	125.791666666667	Submitted	
3CVDZS288H0S0LHHGPX1UDANS3NMFQ	M1016	uk	en	ad	3361	"2022-09-29 03:17:30"	"2022-09-29 04:13:31"	24	140.041666666667	Submitted	
35O6H0UNLSGAXGI77G70S9RTZFE5JM	M1016	ja	en	ad	3019	"2022-09-29 03:17:30"	"2022-09-29 04:07:49"	24	125.791666666667	Submitted	
3S8A4GJRD33F7FIFTOVON3GNQXX6VP	M1016	ru	en	ad	4022	"2022-09-29 03:17:31"	"2022-09-29 04:24:33"	24	167.583333333333	Submitted	
388FBO7JZRT4IUJCXG4PWD6334NNYO	M1016	ja	en	ad	4521	"2022-09-29 03:17:43"	"2022-09-29 04:33:04"	24	188.375	Submitted	
3RWB1RTQDJNP69470RJN1PNWA4LP88	M1016	ru	en	ad	4696	"2022-09-29 03:17:44"	"2022-09-29 04:36:00"	24	195.666666666667	Submitted	
37NXA7GVST6XQ0LMGS1QCMYKGSLLVB	M1016	ja	en	ad	4852	"2022-09-29 03:17:45"	"2022-09-29 04:38:37"	24	202.166666666667	Submitted	
31HLTCK4BLVH487L514AZUTCKBZVGF	M1016	ja	en	ad	5444	"2022-09-29 03:17:46"	"2022-09-29 04:48:30"	24	226.833333333333	Submitted	
3R6RZGK0XFCHQZSLZ7QG6U0GP7RYVI	M1016	lv	en	ad	5635	"2022-09-29 03:17:47"	"2022-09-29 04:51:42"	24	234.791666666667	Submitted	
3QGHA0EA0J0YSGZFFPHSKLLTB7ABWP	M1016	ru	en	ad	6241	"2022-09-29 03:17:48"	"2022-09-29 05:01:49"	24	260.041666666667	Submitted	
3HEADTGN2PS8TYGZLCYMYY7JMKAVRB	M1016	ja	en	ad	7038	"2022-09-29 03:17:49"	"2022-09-29 05:15:07"	24	293.25	Submitted	
3P0I4CQYVY7IBAOOJUMEQ5LSI6SWOD	M1016	ru	en	ad	7068	"2022-09-29 03:18:10"	"2022-09-29 05:15:58"	24	294.5	Submitted	
3FW4EL5A3LOISN1CICZAVL20DU222W	M1016	ru	en	ad	7103	"2022-09-29 03:18:11"	"2022-09-29 05:16:34"	24	295.958333333333	Submitted	
3XDJY5RK5SL1FDP15AS4UJUQGZHU42	M1016	ru	en	ad	7145	"2022-09-29 03:18:12"	"2022-09-29 05:17:17"	24	297.708333333333	Submitted	
3JUDR1D0D6RZK63XKNPBR303T0FQ2X	M1016	ja	en	ad	7193	"2022-09-29 03:18:14"	"2022-09-29 05:18:07"	24	299.708333333333	Submitted	
3NKW03WTLM7LWM14Y7EIFAGSX7AWQL	M1016	ru	en	ad	7170	"2022-09-29 03:18:14"	"2022-09-29 05:17:44"	24	298.75	Submitted	
3JUDR1D0D6RZK63XKNPBR303T0FQ2X	M1016	ja	en	ad	7193	"2022-09-29 03:18:14"	"2022-09-29 05:18:07"	24	299.708333333333	Submitted	
3NKW03WTLM7LWM14Y7EIFAGSX7AWQL	M1016	ru	en	ad	7170	"2022-09-29 03:18:14"	"2022-09-29 05:17:44"	24	298.75	Submitted	
3OLZC0DJ8JFV0ZDGVP4DK66SZORIVU	M1016	ja	en	ad	7013	"2022-09-29 03:25:16"	"2022-09-29 05:22:09"	29	241.827586206897	Submitted	
3MQKOF1EE2OR7DXZTL8YFB9TESLWDG	M1016	uk	en	ad	6648	"2022-09-29 03:33:58"	"2022-09-29 05:24:46"	29	229.241379310345	Submitted	
3MWOYZD5WVOSOGFARTVRUM81PUOONE	M1016	uk	en	ad	5872	"2022-09-29 03:50:28"	"2022-09-29 05:28:20"	29	202.48275862069	Submitted	
32K26U12DNOESOXU3B32T9QF7JJDVN	M1016	ja	en	ad	5532	"2022-09-29 03:57:48"	"2022-09-29 05:30:00"	29	190.758620689655	Submitted	
3T6SSHJUZFAQETTGWI5U5HGYRMVIIX	M1016	ja	en	ad	5312	"2022-09-29 04:02:05"	"2022-09-29 05:30:37"	29	183.172413793103	Submitted	
341H3G5YF0E12O1ASW4AZ8JS15GZ0G	M1016	uk	en	ad	5087	"2022-09-29 04:08:01"	"2022-09-29 05:32:48"	28	181.678571428571	Submitted	
35JDMRECC4902XLZABF0ZQ5QKGWGEU	M1016	ja	en	ad	4861	"2022-09-29 04:13:46"	"2022-09-29 05:34:47"	27	180.037037037037	Submitted	
3N3WJQXELSQOT9NKSIHFAH19JUSL23	M1016	ja	en	ad	4261	"2022-09-29 04:24:49"	"2022-09-29 05:35:50"	27	157.814814814815	Submitted	
3IV1AEQ4DRDTKY195EE34T1K15FJ82	M1016	ja	en	ad	4193	"2022-09-29 04:33:05"	"2022-09-29 05:42:58"	29	144.586206896552	Submitted	
3SA4EMRVJV27OKZ45N688AHER69P0L	M1016	uk	en	ad	5011	"2022-09-29 04:36:02"	"2022-09-29 05:59:33"	29	172.793103448276	Submitted	
3RQVKZ7ZRKJPEOYIOOG5RCJ8OAO27C	M1016	ru	en	ad	4980	"2022-09-29 04:38:38"	"2022-09-29 06:01:38"	29	171.724137931034	Submitted	
3MD8CKRQZZNZ23G54NK3VAWPRX3JRE	M1016	uk	en	ad	4473	"2022-09-29 04:48:31"	"2022-09-29 06:03:04"	28	159.75	Submitted	
3KVQ0UJWPXLW30I6EFQFHZL11BNW58	M1016	uk	en	ad	4355	"2022-09-29 04:51:44"	"2022-09-29 06:04:19"	29	150.172413793103	Submitted	
3O4VWC1GEW67J1V3TXJ7DCT9LJQ3JX	M1016	lv	en	ad	3794	"2022-09-29 05:01:50"	"2022-09-29 06:05:04"	28	135.5	Submitted	
3DIIW4IV8PVW6MU1BT3QBG6FM4UI4I	M1016	ja	en	ad	3068	"2022-09-29 05:15:09"	"2022-09-29 06:06:17"	28	109.571428571429	Submitted	
307L9TDWJYS32RMO8VBZ6JAQU3SN3I	M1016	ja	en	ad	3197	"2022-09-29 05:15:59"	"2022-09-29 06:09:16"	29	110.241379310345	Submitted	
3DW3BNF1GHI2BT13M3SM7HCEWSN8VD	M1016	uk	en	ad	3456	"2022-09-29 05:16:36"	"2022-09-29 06:14:12"	29	119.172413793103	Submitted	
3EPG8DX9LKQ6JRL52TCKP5D58EK5PM	M1016	ja	en	ad	3459	"2022-09-29 05:17:39"	"2022-09-29 06:15:18"	28	123.535714285714	Submitted	
3IHWR4LC7DDXPNH3NWT3SSMKOQQI8P	M1016	ja	en	ad	3471	"2022-09-29 05:18:22"	"2022-09-29 06:16:13"	28	123.964285714286	Submitted	
3CO05SML7V5S0XFJIFAXD5HTSOXR0F	M1016	uk	en	ad	3724	"2022-09-29 05:20:38"	"2022-09-29 06:22:42"	27	137.925925925926	Submitted	
39O0SQZVJN76I8F33EV6SKRG025R7H	M1016	lv	en	ad	4233	"2022-09-29 05:20:39"	"2022-09-29 06:31:12"	29	145.965517241379	Submitted	
3VP28W7DUNKSZSG0VENV2F6W775ZFK	M1016	ru	en	ad	4676	"2022-09-29 05:20:40"	"2022-09-29 06:38:36"	28	167	Submitted	
3PGQRAZX02K1Y7BH5CLBV7G9Q3XYSD	M1016	lv	en	ad	4746	"2022-09-29 05:21:10"	"2022-09-29 06:40:16"	27	175.777777777778	Submitted	
3D7VY91L65X2N451BNB5BNJ2D5WBMY	M1016	ru	en	ad	4805	"2022-09-29 05:21:21"	"2022-09-29 06:41:26"	28	171.607142857143	Submitted	
3TC2K6WK9G2TE231YT8B5CF3ZUU28Z	M1016	ru	en	ad	4847	"2022-09-29 05:21:32"	"2022-09-29 06:42:19"	29	167.137931034483	Submitted	
3Y3CZJSZ9KTRV41KFLG9U0DK9W85RE	M1016	ja	en	ad	5015	"2022-09-29 05:22:16"	"2022-09-29 06:45:51"	29	172.931034482759	Submitted	
3UXQ63NLAAMIHMNGBBAQBA4DD05LB5	M1016	ja	en	ad	4989	"2022-09-29 05:25:35"	"2022-09-29 06:48:44"	29	172.034482758621	Submitted	
